date,n_obs,Rn_MJ_m2_d,G_MJ_m2_d,E_mm_d,Ta_C,RH,u_ms,P_raw,P_kPa,VPD_kPa,Delta_kPa_C,gamma_kPa_C,RnG_MJ_m2_d,Epa_mm_d,Ep0_eq_mm_d,Ep0_pt_mm_d,x_eq,x_pt,y,expected_n,coverage
2019-06-01 00:00:00+00:00,384,283.750992,4.209336,42.58420701268571,1.5,53.8084375,0.435,96.87958937500001,96.87958937500001,0.314466149750093,0.04892316658572141,0.064424926934375,279.541656,49.48233507378053,49.24711443259425,62.051364185068756,0.9952463714407261,1.254010428015315,0.8605941281710052,48,8.0
2019-06-02 00:00:00+00:00,168,51.69312000000001,1.9474128,7.503812280759666,1.7142857142857142,86.59642857142858,0.34464285714285714,96.44258285714285,96.44258285714285,0.09266459429358731,0.04959267462634179,0.0641343176,49.745707200000005,8.909542234340284,8.854081246324904,11.156142370369379,0.993775102406315,1.2521566290319568,0.8422219776721551,48,3.5
2019-06-03 00:00:00+00:00,408,307.587456,2.211264,51.367426344156485,1.5,46.41529411764706,0.7302941176470588,96.83668117647058,96.83668117647058,0.3647977083328733,0.04892316658572141,0.06439639298235293,305.37619199999995,54.28680182478327,53.81195523157018,67.80306359177843,0.9912530011484981,1.2489787814471076,0.9462231079655531,48,8.5
2019-06-04 00:00:00+00:00,408,284.524704,1.0421424,36.654694875498286,1.5,45.31264705882353,0.5776470588235294,97.45913823529412,97.45913823529412,0.3723043860972702,0.04892316658572141,0.0648103269264706,283.4825616,50.15405230048539,49.77215488961685,62.712915160917234,0.9923855123693596,1.2504057455853932,0.7308421392530937,48,8.5
2019-06-06 00:00:00+00:00,420,324.8802,7.871652,72.60097070262884,1.5,76.47035714285714,0.8708571428571429,96.6378542857143,96.6378542857143,0.16018674826772727,0.04892316658572141,0.0642641731,317.008548,56.16432213231675,55.927009208946124,70.46803160327212,0.9957746677185645,1.2546760813253912,1.2926528434116809,48,8.75
2019-06-07 00:00:00+00:00,420,385.26408,4.595994,73.73561673561959,1.5,46.8375,0.6324285714285715,97.23910928571429,97.23910928571429,0.3619233855985997,0.04892316658572141,0.06466400767500001,380.66808599999996,67.32195833883208,66.92149706649114,84.32108630377884,0.9940515504566072,1.2525049535753252,1.0952684466561045,48,8.75
2019-06-08 00:00:00+00:00,528,444.161016,5.9672484,82.28636033905356,1.5,40.610625,0.7147727272727272,98.00332272727272,98.00332272727272,0.40431514072108793,0.04892316658572141,0.06517220961363636,438.1937676,77.20194734920115,76.69139306056371,96.63115525631028,0.9933867692957525,1.2516673293126481,1.0658586106235703,48,11.0
2019-06-09 00:00:00+00:00,450,368.7957,3.984516,64.86252633409106,1.5,47.636,0.5726666666666667,98.49754466666667,98.49754466666667,0.35648730145281116,0.04892316658572141,0.06550086720333334,364.811184,64.0224882812911,63.66479794017659,80.2176454046225,0.9944130515586499,1.252960444963899,1.0131209841315312,48,9.375
2019-06-10 00:00:00+00:00,480,333.35982,4.149702,74.42956000470309,1.5,50.994375,0.7230000000000001,97.87874000000001,97.87874000000001,0.3336239212485375,0.04892316658572141,0.0650893621,329.210118,58.08769236247693,57.65926092896236,72.65066877049257,0.9926244025870217,1.2507067472596471,1.2813309838554126,48,10.0
2019-06-11 00:00:00+00:00,330,256.50054,4.579128,49.262519619814825,1.5,65.25863636363636,1.4410909090909092,97.08241454545454,97.08241454545454,0.23651468511798368,0.04892316658572141,0.06455980567272727,251.921412,44.94649251084628,44.328481524433045,55.85388672078564,0.9862500731004962,1.2426750921066252,1.0960258936317895,48,6.875
2019-06-12 00:00:00+00:00,600,484.19046,3.820608,104.25761211961861,1.5,53.633250000000004,0.6417999999999999,97.9518915,97.9518915,0.3156588034649212,0.04892316658572141,0.0651380078475,480.369852,84.44382610953203,84.09813779149347,105.96365361728178,0.9959062925738329,1.2548419286430295,1.2346386577082158,48,12.5
2019-06-13 00:00:00+00:00,210,37.16469,0.422766,8.072910306938848,1.9285714285714286,90.01571428571428,0.9235714285714285,97.27394714285715,97.27394714285715,0.0700939235830379,0.050270039983624185,0.06468717485,36.741924,6.674586674878443,6.5579606671834885,8.263030440651196,0.9825268569612098,1.2379838397711245,1.2094996589561662,48,4.375
2019-06-14 00:00:00+00:00,330,144.83772000000002,1.386,35.03384926869431,1.5,74.53590909090909,1.0118181818181817,96.80087727272726,96.80087727272726,0.17335621900792297,0.04892316658572141,0.06437258338636363,143.45172000000002,25.600346168818593,25.283699273433875,31.857461084526683,0.9876311479033671,1.2444152463582427,1.3684912320195808,48,6.875
2019-06-15 00:00:00+00:00,462,408.399516,3.1261824,82.4362770268336,1.5,55.74922077922078,1.0409090909090908,97.47039909090908,97.47039909090908,0.3012535496065945,0.04892316658572141,0.06481781539545454,405.2733336,71.70819626726545,71.1507578477822,89.64995488820557,0.9922262942243645,1.2502051307226991,1.1496074551866182,48,9.625
2019-06-16 00:00:00+00:00,144,22.268735999999997,1.3860648,2.8278498788020427,2.25,98.5375,0.614375,97.09418333333333,97.09418333333333,0.0105061109380431,0.051300985882510836,0.06456763191666667,20.882671199999997,3.78405979199272,3.7738084377286847,4.754998631538143,0.9972909111304933,1.2565865480244216,0.7473058128695349,48,3.0
2019-06-17 00:00:00+00:00,180,154.67306399999998,1.8518832,43.997265163062785,1.2,79.65466666666667,0.6755,97.38176933333332,97.38176933333332,0.13555046880510757,0.04799891292461292,0.06475887660666665,152.82118079999998,26.71429470103759,26.552310300481402,33.45591097860657,0.9939364148532097,1.2523598827150444,1.6469558959141795,48,3.75
2019-06-19 00:00:00+00:00,300,140.87844,3.8128392,27.97066534144309,1.32,86.83800000000001,0.5861999999999999,96.9721872,96.9721872,0.08845266938504037,0.04836679708173166,0.064486504488,137.0656008,24.06464938542245,23.977033462341367,30.211062162550125,0.996359144000903,1.2554125214411378,1.1623134371692436,48,6.25
2019-06-21 00:00:00+00:00,192,81.259632,2.1878208,15.670439631760233,1.5,89.03875,1.0715625,96.15583875,96.15583875,0.07462276436195914,0.04892316658572141,0.06394363276875001,79.0718112,14.13249287610186,13.989556675538816,17.62684141117891,0.989885988139803,1.2472563450561518,1.1088234587585784,48,4.0
2019-06-22 00:00:00+00:00,168,157.40568,1.454472,39.86057899287139,1.5,55.00214285714286,1.2782142857142857,96.85138428571429,96.85138428571429,0.3063395589339288,0.04892316658572141,0.06440617055,155.95120799999998,28.19723758546845,27.478616912440103,34.62305730967453,0.9745145009027874,1.227888271137512,1.4136341856910724,48,3.5
2019-06-23 00:00:00+00:00,234,191.931984,2.5243272,45.628318288021724,1.5,49.722051282051275,0.9928205128205128,97.06648102564102,97.06648102564102,0.3422857356398359,0.04892316658572141,0.06454920988205129,189.4076568,33.95205595701511,33.331576549999596,41.99778645299949,0.9817248355209749,1.2369732927564283,1.3439044264591606,48,4.875
2019-06-24 00:00:00+00:00,168,72.74750399999999,2.5587216,24.165955163245247,1.5,54.23785714285715,0.5575,96.95634428571428,96.95634428571428,0.3115427166725402,0.04892316658572141,0.06447596895,70.1887824,12.678494295250278,12.359657599201853,15.573168574994336,0.9748521639381208,1.2283137265620323,1.9060587637996174,48,3.5
2019-06-25 00:00:00+00:00,60,12.482856000000002,0.5547672,3.0779339845750595,1.8,88.106,0.641,97.08676399999999,97.08676399999999,0.082735271102225,0.049862673673119286,0.06456269805999999,11.928088800000001,2.218726267743255,2.1215731440301155,2.6731821614779454,0.9562122082721105,1.204827382422859,1.3872526905744598,48,1.25
2019-06-26 00:00:00+00:00,216,176.17824,3.7403568,41.14097675643066,1.5,70.52388888888889,0.5358333333333333,97.48512555555556,97.48512555555556,0.20066953073338983,0.04892316658572141,0.06482760849444444,172.4378832,30.459810484141848,30.27100175814404,38.14146221526149,0.9938013821164086,1.2521897414666747,1.3506642392883468,48,4.5
2019-06-27 00:00:00+00:00,228,220.321728,3.4768008,52.619477595905906,1.4210526315789473,58.00578947368421,0.8580263157894736,97.81998210526316,97.81998210526316,0.2842731494603819,0.0486784714393824,0.0650502881,216.8449272,38.32587389144716,37.8834752851098,47.73317885923835,0.9884569205756302,1.245455719925294,1.3729491921030539,48,4.75
2019-06-28 00:00:00+00:00,336,276.05145600000003,4.836384,72.05226308151471,1.5,54.21999999999999,0.6641071428571428,97.93886785714287,97.93886785714287,0.3116642857785826,0.04892316658572141,0.06512934712500001,271.215072,47.85363713275441,47.48510841696856,59.83123660538038,0.9922988358280169,1.2502965331433014,1.505679973324265,48,7.0
2019-06-29 00:00:00+00:00,300,139.604256,4.3989408,27.512109951335592,1.56,87.11919999999999,0.5181,97.2093204,97.2093204,0.08806964958593555,0.04910984116393324,0.064644198066,135.2053152,23.900274475742787,23.824806570102687,30.019256278329387,0.9968423833074932,1.2560214029674415,1.1511210877205023,48,6.25
2019-06-30 00:00:00+00:00,288,136.022112,2.9815056,29.839810735605795,1.5,89.25375000000001,0.8204166666666667,96.6023175,96.6023175,0.07315907232520946,0.04892316658572141,0.0642405411375,133.0406064,23.578399698584985,23.47607683801248,29.579856815895727,0.9956603135971673,1.254531995132431,1.2655570826291733,48,6.0
2019-07-01 00:00:00+00:00,132,71.665344,0.722772,18.03229551155471,1.5,87.42340909090909,1.1077272727272727,97.12008818181819,97.12008818181819,0.08561979517717855,0.04892316658572141,0.0645848586409091,70.942572,12.652351385668158,12.48040953193902,15.725316010243166,0.9864102846587155,1.2428769586699815,1.42521298704845,48,2.75
2019-07-02 00:00:00+00:00,90,21.932856000000005,1.283634,7.396533953519307,1.5,72.919,0.6833333333333333,96.66223,96.66223,0.1843639258010003,0.04892316658572141,0.06428038294999999,20.649222000000005,3.8755261640998238,3.6424376282306246,4.589471411570587,0.9398562863467755,1.1842189207969371,1.9085238082084564,48,1.875
2019-07-03 00:00:00+00:00,216,150.814548,3.3731532,42.56617046154539,1.5,57.335,0.6502777777777778,97.08851166666666,97.08851166666666,0.2904577709205597,0.04892316658572141,0.06456386025833333,147.4413948,26.28502216433008,25.943089096811573,32.68829226198258,0.9869913342518492,1.24360908115733,1.6194078207516043,48,4.5
2019-07-04 00:00:00+00:00,252,150.019452,3.3163776,34.41511347229765,1.5,66.65428571428572,0.45261904761904764,97.79719357142858,97.79719357142858,0.22701328585919217,0.04892316658572141,0.065035133725,146.7030744,25.88840386450864,25.706427587231165,32.39009875991127,0.9929707417178024,1.251143134564431,1.3293640524311576,48,5.25
2019-07-05 00:00:00+00:00,252,165.645972,3.7379016000000003,43.587960312136545,1.5,62.2275,0.7364285714285714,97.91498642857144,97.91498642857144,0.25715026724708406,0.04892316658572141,0.065113465975,161.9080704,28.69445685443502,28.351274540908857,35.72260592154516,0.9880401181570676,1.2449305488779052,1.5190376501376286,48,5.25
2019-07-06 00:00:00+00:00,126,84.860136,2.105217,15.97976860113836,2.142857142857143,85.37571428571428,0.885,97.19142285714287,97.19142285714287,0.1042548264721167,0.05095533819842498,0.06463229620000001,82.754919,15.053189989267516,14.890389098031665,18.7618902635199,0.9891849573843203,1.2463730463042437,1.0615536383006836,48,2.625
2019-07-07 00:00:00+00:00,162,122.829696,2.109672,37.433963122667734,1.5,76.41555555555556,0.7037037037037037,97.32708444444445,97.32708444444445,0.16055983034649268,0.04892316658572141,0.06472251115555556,120.720024,21.41415967606105,21.211670151229864,26.726704390549628,0.9905441293100308,1.2480856029306389,1.7480939569398686,48,3.375
2019-07-08 00:00:00+00:00,270,202.237884,1.6220736,55.900531499971336,1.5,57.226,0.4782222222222222,97.44549866666668,97.44549866666668,0.29119982874384204,0.04892316658572141,0.06480125661333334,200.61581040000002,35.471796621551356,35.225720805523146,44.384408214959166,0.9930627755156134,1.2512590971496729,1.575914862626615,48,5.625
2019-07-09 00:00:00+00:00,288,208.5345,2.902932,57.044244796046414,1.5,53.75125,0.7597916666666666,97.57639,97.57639,0.31485547481219356,0.04892316658572141,0.06488829935,205.63156800000002,36.5115658695007,36.07881333893408,45.459304807056945,0.9881475220177256,1.2450658777423342,1.5623609515936245,48,6.0
2019-07-10 00:00:00+00:00,198,101.130768,2.5068096,25.794794558525467,1.5,61.84363636363637,0.5278787878787878,97.55833272727273,97.55833272727273,0.25976356095751746,0.04892316658572141,0.06487629126363637,98.6239584,17.55514487757412,17.305761388953425,21.805259350081315,0.9857942790925486,1.2421007916566111,1.4693581134426932,48,4.125
2019-07-11 00:00:00+00:00,279,133.940628,3.3007338,32.64028052572094,1.5483870967741935,84.7741935483871,0.8611827956989246,97.23007580645161,97.23007580645161,0.10401631212897944,0.04907366290644671,0.06465800041129031,130.63989420000001,23.165628660934658,23.00789147943084,28.989943264082857,0.9931908957096502,1.2514205285941593,1.4089961038166796,48,5.8125
2019-07-12 00:00:00+00:00,207,187.177392,3.067173,41.30312227582593,1.434782608695652,72.9004347826087,0.9810144927536232,96.51375913043479,96.51375913043479,0.18362741745971456,0.04872095140097351,0.06418164982173914,184.110219,32.751119820067814,32.42825822806202,40.85960536735815,0.9901419678539369,1.2475788794959606,1.261120917475255,48,4.3125
2019-07-13 00:00:00+00:00,252,194.044248,2.9441664,45.86193619971647,1.5,69.57535714285713,0.7526190476190476,97.14138285714286,97.14138285714286,0.20712701149278911,0.04892316658572141,0.0645990196,191.1000816,33.892046841743195,33.6146505924779,42.35445974652215,0.9918152996022761,1.2496872774988679,1.3531769389398618,48,5.25
2019-07-14 00:00:00+00:00,144,124.28575199999999,1.6076663999999998,36.30758106784234,1.5,64.33999999999999,0.9483333333333334,97.1401275,97.1401275,0.24276864200227738,0.04892316658572141,0.0645981847875,122.67808559999999,22.000229086408538,21.57932782499202,27.189953059489945,0.980868323699568,1.2358940878614555,1.6503274091028763,48,3.0
2019-07-15 00:00:00+00:00,90,30.94524,1.0125972,11.210176810362556,1.5,56.754,0.734,97.52460199999999,97.52460199999999,0.29441314335475277,0.04892316658572141,0.06485386033,29.932642799999996,5.655143903546584,5.253381699679363,6.619260941595998,0.9289563252996519,1.1704849698775615,1.9822973564531527,48,1.875
2019-07-16 00:00:00+00:00,180,62.313624000000004,1.654344,16.114430404838085,1.5,73.45349999999999,0.5183333333333333,97.537976,97.537976,0.18072511931894153,0.04892316658572141,0.06486275404,60.65928,10.816103815591903,10.645282679106968,13.413056175674779,0.9842067772834531,1.240100539377151,1.4898553748724568,48,3.75
